;;;;;;;;;;;;;;;;;;;;;;;;
Report Generated From Altium Designer;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;TP //ADC12;;;;;;;;;;;;;;;;ADC123_IN10 // FT;;;;;;
;;3_IN10 // FT;;;;;;;;;;;;;;;;;;;;;;
16;;PC1 //;;;;;16;;;Passive;;1;;True;;True;;PC1 // ETH_MDC //;;;0mm;;;
;;ETH_MDC;;;;;;;;;;;;;;;;ADC123_IN11 // FT;;;;;;
;;//ADC123_I;;;;;;;;;;;;;;;;;;;;;;
;;N11 // FT;;;;;;;;;;;;;;;;;;;;;;
17;;PC2 //;;;;;17;;;Passive;;1;;True;;True;;PC2 // SPI2_MISO;;;0mm;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 1 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;SPI2_MISO;;;;;;;;;;;;;;;;/OTG_HS_ULPI_DI;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;R / TH_MII_TXD2 /;;;;;;
;;ULPI_DIR /;;;;;;;;;;;;;;;;I2S2ext_SD //;;;;;;
;;TH_MII_TX;;;;;;;;;;;;;;;;ADC123_IN12 // FT;;;;;;
;;D2 /;;;;;;;;;;;;;;;;;;;;;;
;;I2S2ext_SD;;;;;;;;;;;;;;;;;;;;;;
;;//ADC123_I;;;;;;;;;;;;;;;;;;;;;;
;;N12 // FT;;;;;;;;;;;;;;;;;;;;;;
18;;PC3 //;;;;;18;;;Passive;;1;;True;;True;;PC3 // SPI2_MOSI;;;0mm;;;
;;SPI2_MOSI;;;;;;;;;;;;;;;;/ I2S2_SD /OTG_H;;;;;;
;;/ I2S2_SD /;;;;;;;;;;;;;;;;S_ULPI_NXT /;;;;;;
;;OTG_HS_U;;;;;;;;;;;;;;;;ETH_MII_TX_CLK;;;;;;
;;LPI_NXT /E;;;;;;;;;;;;;;;;// ADC123_IN13;;;;;;
;;TH_MII_TX;;;;;;;;;;;;;;;;;;;;;;
;;_CLK //ADC;;;;;;;;;;;;;;;;;;;;;;
;;123_IN13;;;;;;;;;;;;;;;;;;;;;;
19;;VDD;;;;;19;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
20;;VSSA;;;;;20;;;Passive;;1;;True;;True;;VSSA;;;0mm;;;
21;;VREF+;;;;;21;;;Passive;;1;;True;;True;;VREF+;;;0mm;;;
22;;VDDA;;;;;22;;;Passive;;1;;True;;True;;VDDA;;;0mm;;;
23;;PA0-WKUP;;;;;23;;;Passive;;1;;True;;True;;PA0-WKUP //;;;0mm;;;
;;//USART2_;;;;;;;;;;;;;;;;USART2_CTS /;;;;;;
;;CTS /;;;;;;;;;;;;;;;;UART4_TX /;;;;;;
;;UART4_TX;;;;;;;;;;;;;;;;ETH_MII_CRS /;;;;;;
;;/ETH_MII_C;;;;;;;;;;;;;;;;TIM2_CH1_ETR /;;;;;;
;;RS /TIM2_C;;;;;;;;;;;;;;;;TIM5_CH1 /;;;;;;
;;H1_ETR /;;;;;;;;;;;;;;;;TIM8_ETR //;;;;;;
;;TIM5_CH1 /;;;;;;;;;;;;;;;;ADC123_IN0 /;;;;;;
;;TIM8_ETR;;;;;;;;;;;;;;;;WKUP // FT;;;;;;
;;//ADC123_I;;;;;;;;;;;;;;;;;;;;;;
;;N0 / WKUP;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
24;;PA1 //USAR;;;;;24;;;Passive;;1;;True;;True;;PA1 //;;;0mm;;;
;;T2_RTS /;;;;;;;;;;;;;;;;USART2_RTS /;;;;;;
;;UART4_RX;;;;;;;;;;;;;;;;UART4_RX /ETH_;;;;;;
;;/ETH_RMII_;;;;;;;;;;;;;;;;RMII_REF_CLK /;;;;;;
;;REF_CLK /;;;;;;;;;;;;;;;;ETH_MII_RX_CLK;;;;;;
;;ETH_MII_R;;;;;;;;;;;;;;;;/ TIM5_CH2 /;;;;;;
;;X_CLK /;;;;;;;;;;;;;;;;TIMM2_CH2 //;;;;;;
;;TIM5_CH2 /;;;;;;;;;;;;;;;;ADC123_IN1 // FT;;;;;;
;;TIMM2_CH;;;;;;;;;;;;;;;;;;;;;;
;;2 //ADC123;;;;;;;;;;;;;;;;;;;;;;
;;_IN1 // FT;;;;;;;;;;;;;;;;;;;;;;
25;;PA2 //USAR;;;;;25;;;Passive;;1;;True;;True;;PA2 // USART2_TX;;;0mm;;;
;;T2_TX /;;;;;;;;;;;;;;;;/ TIM5_CH3 /;;;;;;
;;TIM5_CH3 /;;;;;;;;;;;;;;;;TIM9_CH1 /;;;;;;
;;TIM9_CH1 /;;;;;;;;;;;;;;;;TIM2_CH3 /;;;;;;
;;TIM2_CH3 /;;;;;;;;;;;;;;;;ETH_MDIO //;;;;;;
;;ETH_MDIO;;;;;;;;;;;;;;;;ADC123_IN2 // FT;;;;;;
;;//ADC123_I;;;;;;;;;;;;;;;;;;;;;;
;;N2 // FT;;;;;;;;;;;;;;;;;;;;;;
26;;PA3 //USAR;;;;;26;;;Passive;;1;;True;;True;;PA3 //;;;0mm;;;
;;T2_RX /;;;;;;;;;;;;;;;;USART2_RX /;;;;;;
;;TIM5_CH4 /;;;;;;;;;;;;;;;;TIM5_CH4 /;;;;;;
;;TIM9_CH2 /;;;;;;;;;;;;;;;;TIM9_CH2 /;;;;;;
;;TIM2_CH4 /;;;;;;;;;;;;;;;;TIM2_CH4 /;;;;;;
;;OTG_HS_U;;;;;;;;;;;;;;;;OTG_HS_ULPI_D0;;;;;;
;;LPI_D0 /ET;;;;;;;;;;;;;;;;/ ETH_MII_COL //;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 2 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;H_MII_COL;;;;;;;;;;;;;;;;ADC123_IN3 // FT;;;;;;
;;//ADC123_I;;;;;;;;;;;;;;;;;;;;;;
;;N3 // FT;;;;;;;;;;;;;;;;;;;;;;
27;;VSS;;;;;27;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
28;;VDD;;;;;28;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
29;;PA4 //;;;;;29;;;Passive;;1;;True;;True;;PA4 // SPI1_NSS /;;;0mm;;;
;;SPI1_NSS /;;;;;;;;;;;;;;;;SPI3_NSS /;;;;;;
;;SPI3_NSS /;;;;;;;;;;;;;;;;USART2_CK /;;;;;;
;;USART2_C;;;;;;;;;;;;;;;;DCMI_HSYNC /;;;;;;
;;K /DCMI_H;;;;;;;;;;;;;;;;OTG_HS_SOF /;;;;;;
;;SYNC /OTG;;;;;;;;;;;;;;;;I2S3_WS //;;;;;;
;;_HS_SOF /;;;;;;;;;;;;;;;;ADC12_IN4 /;;;;;;
;;I2S3_WS //;;;;;;;;;;;;;;;;DAC1_OUT;;;;;;
;;ADC12_IN4;;;;;;;;;;;;;;;;;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;DAC1_OUT;;;;;;;;;;;;;;;;;;;;;;
30;;PA5 //;;;;;30;;;Passive;;1;;True;;True;;PA5 // SPI1_SCK /;;;0mm;;;
;;SPI1_SCK /;;;;;;;;;;;;;;;;OTG_HS_ULPI_CK;;;;;;
;;OTG_HS_U;;;;;;;;;;;;;;;;/ TIM2_CH1_ETR /;;;;;;
;;LPI_CK /TI;;;;;;;;;;;;;;;;TIM8_CHIN //;;;;;;
;;M2_CH1_E;;;;;;;;;;;;;;;;ADC12_IN5 /;;;;;;
;;TR /;;;;;;;;;;;;;;;;DAC2_OUT;;;;;;
;;TIM8_CHIN;;;;;;;;;;;;;;;;;;;;;;
;;//;;;;;;;;;;;;;;;;;;;;;;
;;ADC12_IN5;;;;;;;;;;;;;;;;;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;DAC2_OUT;;;;;;;;;;;;;;;;;;;;;;
31;;PA6 //;;;;;31;;;Passive;;1;;True;;True;;PA6 // SPI1_MISO;;;0mm;;;
;;SPI1_MISO;;;;;;;;;;;;;;;;/ TIM8_BKIN /;;;;;;
;;/;;;;;;;;;;;;;;;;TIM13_CH1 /;;;;;;
;;TIM8_BKIN;;;;;;;;;;;;;;;;DCMI_PIXCLK /;;;;;;
;;/;;;;;;;;;;;;;;;;TIM3_CH1 /;;;;;;
;;TIM13_CH1;;;;;;;;;;;;;;;;TIM1_BKIN //;;;;;;
;;/DCMI_PIX;;;;;;;;;;;;;;;;ADC12_IN6 // FT;;;;;;
;;CLK /;;;;;;;;;;;;;;;;;;;;;;
;;TIM3_CH1 /;;;;;;;;;;;;;;;;;;;;;;
;;TIM1_BKIN;;;;;;;;;;;;;;;;;;;;;;
;;//;;;;;;;;;;;;;;;;;;;;;;
;;ADC12_IN6;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
32;;PA7 //;;;;;32;;;Passive;;1;;True;;True;;PA7 // SPI1_MOSI;;;0mm;;;
;;SPI1_MOSI;;;;;;;;;;;;;;;;/ TIM8_CH1N /;;;;;;
;;/;;;;;;;;;;;;;;;;TIM14_CH1 /;;;;;;
;;TIM8_CH1N;;;;;;;;;;;;;;;;TIM3_CH2 /;;;;;;
;;/;;;;;;;;;;;;;;;;ETH_MII_RX_DV /;;;;;;
;;TIM14_CH1;;;;;;;;;;;;;;;;TIM1_CH1N /;;;;;;
;;/ TIM3_CH2;;;;;;;;;;;;;;;;RMII_CRS_DV //;;;;;;
;;/ETH_MII_R;;;;;;;;;;;;;;;;ADC12_IN7 // FT;;;;;;
;;X_DV /;;;;;;;;;;;;;;;;;;;;;;
;;TIM1_CH1N;;;;;;;;;;;;;;;;;;;;;;
;;/RMII_CRS;;;;;;;;;;;;;;;;;;;;;;
;;_DV //;;;;;;;;;;;;;;;;;;;;;;
;;ADC12_IN7;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
33;;PC4 //ETH_;;;;;33;;;Passive;;1;;True;;True;;PC4 //;;;0mm;;;
;;RMII_RX_D;;;;;;;;;;;;;;;;ETH_RMII_RX_D0;;;;;;
;;0 /ETH_MII;;;;;;;;;;;;;;;;/ ETH_MII_RX_D0;;;;;;
;;_RX_D0 //A;;;;;;;;;;;;;;;;// ADC12_IN14 //;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 3 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;DC12_IN14;;;;;;;;;;;;;;;;FT;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
34;;PC5 //ETH_;;;;;34;;;Passive;;1;;True;;True;;PC5 //;;;0mm;;;
;;RMII_RX_D;;;;;;;;;;;;;;;;ETH_RMII_RX_D1;;;;;;
;;1 /ETH_MII;;;;;;;;;;;;;;;;/ ETH_MII_RX_D1;;;;;;
;;_RX_D1 //A;;;;;;;;;;;;;;;;// ADC12_IN15 //;;;;;;
;;DC12_IN15;;;;;;;;;;;;;;;;FT;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
35;;PB0 //;;;;;35;;;Passive;;1;;True;;True;;PB0 // TIM3_CH3 /;;;0mm;;;
;;TIM3_CH3 /;;;;;;;;;;;;;;;;TIM8_CH2N /;;;;;;
;;TIM8_CH2N;;;;;;;;;;;;;;;;OTG_HS_ULPI_D1;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;/ ETH_MII_RXD2 /;;;;;;
;;ULPI_D1 /E;;;;;;;;;;;;;;;;TIM1_CH2N //;;;;;;
;;TH_MII_RX;;;;;;;;;;;;;;;;ADC12_IN8 // FT;;;;;;
;;D2 /;;;;;;;;;;;;;;;;;;;;;;
;;TIM1_CH2N;;;;;;;;;;;;;;;;;;;;;;
;;//;;;;;;;;;;;;;;;;;;;;;;
;;ADC12_IN8;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
36;;PB1 //;;;;;36;;;Passive;;1;;True;;True;;PB1 // TIM3_CH4 /;;;0mm;;;
;;TIM3_CH4 /;;;;;;;;;;;;;;;;TIM8_CH3N /;;;;;;
;;TIM8_CH3N;;;;;;;;;;;;;;;;OTG_HS_ULPI_D2;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;/ ETH_MII_RXD3 /;;;;;;
;;ULPI_D2 /E;;;;;;;;;;;;;;;;TIM1_CH3N //;;;;;;
;;TH_MII_RX;;;;;;;;;;;;;;;;ADC12_IN9 // FT;;;;;;
;;D3 /;;;;;;;;;;;;;;;;;;;;;;
;;TIM1_CH3N;;;;;;;;;;;;;;;;;;;;;;
;;//;;;;;;;;;;;;;;;;;;;;;;
;;ADC12_IN9;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
37;;PB2-BOOT;;;;;37;;;Passive;;1;;True;;True;;PB2-BOOT1 // FT;;;0mm;;;
;;1 // FT;;;;;;;;;;;;;;;;;;;;;;
38;;PE7 //;;;;;38;;;Passive;;1;;True;;True;;PE7 // FSMC_D4 /;;;0mm;;;
;;FSMC_D4 /;;;;;;;;;;;;;;;;TIM1_ETR // FT;;;;;;
;;TIM1_ETR;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
39;;PE8 //;;;;;39;;;Passive;;1;;True;;True;;PE8 // FSMC_D5 /;;;0mm;;;
;;FSMC_D5 /;;;;;;;;;;;;;;;;TIM1_CH1N // FT;;;;;;
;;TIM1_CH1N;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
40;;PE9 //;;;;;40;;;Passive;;1;;True;;True;;PE9 // FSMC_D6 /;;;0mm;;;
;;FSMC_D6 /;;;;;;;;;;;;;;;;TIM1_CH1 // FT;;;;;;
;;TIM1_CH1;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
41;;PE10 //;;;;;41;;;Passive;;1;;True;;True;;PE10 // FSMC_D7 /;;;0mm;;;
;;FSMC_D7 /;;;;;;;;;;;;;;;;TIM1_CH2N // FT;;;;;;
;;TIM1_CH2N;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
42;;PE11 //;;;;;42;;;Passive;;1;;True;;True;;PE11 // FSMC_D8 /;;;0mm;;;
;;FSMC_D8 /;;;;;;;;;;;;;;;;TIM1_CH2 // FT;;;;;;
;;TIM1_CH2;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
43;;PE12 //;;;;;43;;;Passive;;1;;True;;True;;PE12 // FSMC_D9 /;;;0mm;;;
;;FSMC_D9 /;;;;;;;;;;;;;;;;TIM1_CH3N // FT;;;;;;
;;TIM1_CH3N;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
44;;PE13 //;;;;;44;;;Passive;;1;;True;;True;;PE13 // FSMC_D10;;;0mm;;;
;;FSMC_D10;;;;;;;;;;;;;;;;/ TIM1_CH3 // FT;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 4 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;/ TIM1_CH3;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
45;;PE14 //;;;;;45;;;Passive;;1;;True;;True;;PE14 // FSMC_D11;;;0mm;;;
;;FSMC_D11;;;;;;;;;;;;;;;;/ TIM1_CH4 // FT;;;;;;
;;/ TIM1_CH4;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
46;;PE15 //;;;;;46;;;Passive;;1;;True;;True;;PE15 // FSMC_D12;;;0mm;;;
;;FSMC_D12;;;;;;;;;;;;;;;;/ TIM1_BKIN // FT;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;TIM1_BKIN;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
47;;PB10 //;;;;;47;;;Passive;;1;;True;;True;;PB10 // SPI2_SCK;;;0mm;;;
;;SPI2_SCK /;;;;;;;;;;;;;;;;/ I2S2_CK /;;;;;;
;;I2S2_CK /;;;;;;;;;;;;;;;;I2C2_SCL /;;;;;;
;;I2C2_SCL /;;;;;;;;;;;;;;;;USART3_TX /;;;;;;
;;USART3_T;;;;;;;;;;;;;;;;OTG_HS_ULPI_D3;;;;;;
;;X /OTG_HS;;;;;;;;;;;;;;;;/ ETH_MII_RX_ER;;;;;;
;;_ULPI_D3 /;;;;;;;;;;;;;;;;/ TIM2_CH3 // FT;;;;;;
;;ETH_MII_R;;;;;;;;;;;;;;;;;;;;;;
;;X_ER /;;;;;;;;;;;;;;;;;;;;;;
;;TIM2_CH3;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
48;;PB11 //;;;;;48;;;Passive;;1;;True;;True;;PB11 // I2C2_SDA;;;0mm;;;
;;I2C2_SDA /;;;;;;;;;;;;;;;;/ USART3_RX /;;;;;;
;;USART3_R;;;;;;;;;;;;;;;;OTG_HS_ULPI_D4;;;;;;
;;X /OTG_HS;;;;;;;;;;;;;;;;/;;;;;;
;;_ULPI_D4 /;;;;;;;;;;;;;;;;ETH_RMII_TX_EN;;;;;;
;;ETH_RMII_;;;;;;;;;;;;;;;;/ ETH_MII_TX_EN /;;;;;;
;;TX_EN /ET;;;;;;;;;;;;;;;;TIM2_CH4 // FT;;;;;;
;;H_MII_TX_;;;;;;;;;;;;;;;;;;;;;;
;;EN /;;;;;;;;;;;;;;;;;;;;;;
;;TIM2_CH4;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
49;;VCAP_1;;;;;49;;;Passive;;1;;True;;True;;VCAP_1;;;0mm;;;
50;;VDD;;;;;50;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
51;;PB12 //;;;;;51;;;Passive;;1;;True;;True;;PB12 // SPI2_NSS;;;0mm;;;
;;SPI2_NSS /;;;;;;;;;;;;;;;;/ I2S2_WS /;;;;;;
;;I2S2_WS /;;;;;;;;;;;;;;;;I2C2_SMBA /;;;;;;
;;I2C2_SMBA;;;;;;;;;;;;;;;;USART3_CK /;;;;;;
;;/USART3_C;;;;;;;;;;;;;;;;TIM1_BKIN /;;;;;;
;;K /;;;;;;;;;;;;;;;;CAN2_RX /;;;;;;
;;TIM1_BKIN;;;;;;;;;;;;;;;;OTG_HS_ULPI_D5;;;;;;
;;/ CAN2_RX;;;;;;;;;;;;;;;;/ ETH_RMII_TXD0;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;/ ETH_MII_TXD0 /;;;;;;
;;ULPI_D5 /E;;;;;;;;;;;;;;;;OTG_HS_ID // FT;;;;;;
;;TH_RMII_T;;;;;;;;;;;;;;;;;;;;;;
;;XD0 /ETH_;;;;;;;;;;;;;;;;;;;;;;
;;MII_TXD0 /;;;;;;;;;;;;;;;;;;;;;;
;;OTG_HS_I;;;;;;;;;;;;;;;;;;;;;;
;;D // FT;;;;;;;;;;;;;;;;;;;;;;
52;;PB13 //;;;;;52;;;Passive;;1;;True;;True;;PB13 // SPI2_SCK;;;0mm;;;
;;SPI2_SCK /;;;;;;;;;;;;;;;;/ I2S2_CK /;;;;;;
;;I2S2_CK /U;;;;;;;;;;;;;;;;USART3_CTS /;;;;;;
;;SART3_CT;;;;;;;;;;;;;;;;TIM1_CH1N /;;;;;;
;;S /;;;;;;;;;;;;;;;;CAN2_TX /;;;;;;
;;TIM1_CH1N;;;;;;;;;;;;;;;;OTG_HS_ULPI_D6;;;;;;
;;/ CAN2_TX;;;;;;;;;;;;;;;;/ ETH_RMII_TXD1;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;/ ETH_MII_TXD1 //;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
вторник 23-окт-23.2018   7:48:44 PM;;;;;;;;;;;;;;;;;;;;;;;Page 5 of 11;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;ULPI_D6 /E;;;;;;;;;;;;;;;;OTG_HS_VBUS //;;;;;;
;;TH_RMII_T;;;;;;;;;;;;;;;;FT;;;;;;
;;XD1 /ETH_;;;;;;;;;;;;;;;;;;;;;;
;;MII_TXD1 //;;;;;;;;;;;;;;;;;;;;;;
;;OTG_HS_V;;;;;;;;;;;;;;;;;;;;;;
;;BUS // FT;;;;;;;;;;;;;;;;;;;;;;
53;;PB14 //;;;;;53;;;Passive;;1;;True;;True;;PB14 //;;;0mm;;;
;;SPI2_MISO;;;;;;;;;;;;;;;;SPI2_MISO /;;;;;;
;;/;;;;;;;;;;;;;;;;TIM1_CH2N /;;;;;;
;;TIM1_CH2N;;;;;;;;;;;;;;;;TIM12_CH1 /;;;;;;
;;/;;;;;;;;;;;;;;;;OTG_HS_DM /;;;;;;
;;TIM12_CH1;;;;;;;;;;;;;;;;USART3_RTS /;;;;;;
;;/OTG_HS_;;;;;;;;;;;;;;;;TIM8_CH2N /;;;;;;
;;DM /USART;;;;;;;;;;;;;;;;I2S2ext_SD // FT;;;;;;
;;3_RTS /;;;;;;;;;;;;;;;;;;;;;;
;;TIM8_CH2N;;;;;;;;;;;;;;;;;;;;;;
;;/;;;;;;;;;;;;;;;;;;;;;;
;;I2S2ext_SD;;;;;;;;;;;;;;;;;;;;;;
;;// FT;;;;;;;;;;;;;;;;;;;;;;
54;;PB15 //;;;;;54;;;Passive;;1;;True;;True;;PB15 //;;;0mm;;;
;;SPI2_MOSI;;;;;;;;;;;;;;;;SPI2_MOSI /;;;;;;
;;/ I2S2_SD /;;;;;;;;;;;;;;;;I2S2_SD /;;;;;;
;;TIM1_CH3N;;;;;;;;;;;;;;;;TIM1_CH3N /;;;;;;
;;/;;;;;;;;;;;;;;;;TIM8_CH3N /;;;;;;
;;TIM8_CH3N;;;;;;;;;;;;;;;;TIM12_CH2 /;;;;;;
;;/;;;;;;;;;;;;;;;;OTG_HS_DP // FT;;;;;;
