;;;;;;;;;;;;;;;;;;;;;;;;
Report Generated From Altium Designer;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;1/TIM5_CH;;;;;;;;;;;;;;;;TR/TIM8_ETR/USA;;;;;;
;;1/TIM2_ET;;;;;;;;;;;;;;;;RT2_CTS/UART4_;;;;;;
;;R/TIM8_ET;;;;;;;;;;;;;;;;TX][*];;;;;;
;;R/USART2_;;;;;;;;;;;;;;;;;;;;;;
;;CTS/UART4;;;;;;;;;;;;;;;;;;;;;;
;;_TX][*];;;;;;;;;;;;;;;;;;;;;;
24;;PA1/(ADC1;;;;;24;;;Passive;;1;;True;;True;;PA1/(ADC1_IN1)[TI;;;0mm;;;
;;_IN1)[TIM2_;;;;;;;;;;;;;;;;M2_CH2/TIM5_CH;;;;;;
;;CH2/TIM5_;;;;;;;;;;;;;;;;2/SPI4_MOSI/USA;;;;;;
;;CH2/SPI4_;;;;;;;;;;;;;;;;RT2_RTS/UART4_;;;;;;
;;MOSI/USA;;;;;;;;;;;;;;;;RX][*];;;;;;
;;RT2_RTS/U;;;;;;;;;;;;;;;;;;;;;;
;;ART4_RX][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
25;;PA2/(ADC1;;;;;25;;;Passive;;1;;True;;True;;PA2/(ADC1_IN2)[TI;;;0mm;;;
;;_IN2)[TIM2_;;;;;;;;;;;;;;;;M2_CH3/TIM5_CH;;;;;;
;;CH3/TIM5_;;;;;;;;;;;;;;;;3/TIM9_CH1/USAR;;;;;;
;;CH3/TIM9_;;;;;;;;;;;;;;;;T2_TX][*];;;;;;
;;CH1/USAR;;;;;;;;;;;;;;;;;;;;;;
;;T2_TX][*];;;;;;;;;;;;;;;;;;;;;;
26;;PA3/(ADC1;;;;;26;;;Passive;;1;;True;;True;;PA3/(ADC1_IN3)[TI;;;0mm;;;
;;_IN3)[TIM2_;;;;;;;;;;;;;;;;M2_CH4/TIM5_CH;;;;;;
;;CH4/TIM5_;;;;;;;;;;;;;;;;4/TIM9_CH2/USAR;;;;;;
;;CH4/TIM9_;;;;;;;;;;;;;;;;T2_RX][*];;;;;;
;;CH2/USAR;;;;;;;;;;;;;;;;;;;;;;
;;T2_RX][*];;;;;;;;;;;;;;;;;;;;;;
27;;VSS;;;;;27;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
28;;VDD;;;;;28;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
29;;PA4/(ADC1;;;;;29;;;Passive;;1;;True;;True;;PA4/(ADC1_IN4/D;;;0mm;;;
;;_IN4/DAC_;;;;;;;;;;;;;;;;AC_OUT1)[SPI1_N;;;;;;
;;OUT1)[SPI1;;;;;;;;;;;;;;;;SS/SPI3_NSS/USA;;;;;;
;;_NSS/SPI3;;;;;;;;;;;;;;;;RT2_CK];;;;;;
;;_NSS/USA;;;;;;;;;;;;;;;;;;;;;;
;;RT2_CK];;;;;;;;;;;;;;;;;;;;;;
30;;PA5/(ADC1;;;;;30;;;Passive;;1;;True;;True;;PA5/(ADC1_IN5/D;;;0mm;;;
;;_IN5/DAC_;;;;;;;;;;;;;;;;AC_OUT2)[TIM2_C;;;;;;
;;OUT2)[TIM2;;;;;;;;;;;;;;;;H1/TIM2_ETR/TIM;;;;;;
;;_CH1/TIM2;;;;;;;;;;;;;;;;8_CH1N/SPI1_SC;;;;;;
;;_ETR/TIM8;;;;;;;;;;;;;;;;K];;;;;;
;;_CH1N/SPI;;;;;;;;;;;;;;;;;;;;;;
;;1_SCK];;;;;;;;;;;;;;;;;;;;;;
31;;PA6/(ADC1;;;;;31;;;Passive;;1;;True;;True;;PA6/(ADC1_IN6)[TI;;;0mm;;;
;;_IN6)[TIM1_;;;;;;;;;;;;;;;;M1_BKIN/TIM3_CH;;;;;;
;;BKIN/TIM3_;;;;;;;;;;;;;;;;1/TIM8_BKIN/SPI1;;;;;;
;;CH1/TIM8_;;;;;;;;;;;;;;;;_MISO/TIM13_CH1;;;;;;
;;BKIN/SPI1_;;;;;;;;;;;;;;;;][*];;;;;;
;;MISO/TIM1;;;;;;;;;;;;;;;;;;;;;;
;;3_CH1][*];;;;;;;;;;;;;;;;;;;;;;
32;;PA7/(ADC1;;;;;32;;;Passive;;1;;True;;True;;PA7/(ADC1_IN7)[TI;;;0mm;;;
;;_IN7)[TIM1_;;;;;;;;;;;;;;;;M1_CH1N/TIM3_C;;;;;;
;;CH1N/TIM3;;;;;;;;;;;;;;;;H2/TIM8_CH1N/SP;;;;;;
;;_CH2/TIM8;;;;;;;;;;;;;;;;I1_MOSI/TIM14_C;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 2 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;_CH1N/SPI;;;;;;;;;;;;;;;;H1][*];;;;;;
;;1_MOSI/TI;;;;;;;;;;;;;;;;;;;;;;
;;M14_CH1][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
33;;PC4/(ADC1;;;;;33;;;Passive;;1;;True;;True;;PC4/(ADC1_IN14)[;;;0mm;;;
;;_IN14)[*];;;;;;;;;;;;;;;;*];;;;;;
34;;PC5/(ADC1;;;;;34;;;Passive;;1;;True;;True;;PC5/(ADC1_IN15)[;;;0mm;;;
;;_IN15)[USA;;;;;;;;;;;;;;;;USART3_RX][*];;;;;;
;;RT3_RX][*];;;;;;;;;;;;;;;;;;;;;;
35;;PB0/(ADC1;;;;;35;;;Passive;;1;;True;;True;;PB0/(ADC1_IN8)[TI;;;0mm;;;
;;_IN8)[TIM1_;;;;;;;;;;;;;;;;M1_CH2N/TIM3_C;;;;;;
;;CH2N/TIM3;;;;;;;;;;;;;;;;H3/TIM8_CH2N/SP;;;;;;
;;_CH3/TIM8;;;;;;;;;;;;;;;;I5_SCK][*];;;;;;
;;_CH2N/SPI;;;;;;;;;;;;;;;;;;;;;;
;;5_SCK][*];;;;;;;;;;;;;;;;;;;;;;
36;;PB1/(ADC1;;;;;36;;;Passive;;1;;True;;True;;PB1/(ADC1_IN9)[TI;;;0mm;;;
;;_IN9)[TIM1_;;;;;;;;;;;;;;;;M1_CH3N/TIM3_C;;;;;;
;;CH3N/TIM3;;;;;;;;;;;;;;;;H4/TIM8_CH3N/SP;;;;;;
;;_CH4/TIM8;;;;;;;;;;;;;;;;I5_NSS][*];;;;;;
;;_CH3N/SPI;;;;;;;;;;;;;;;;;;;;;;
;;5_NSS][*];;;;;;;;;;;;;;;;;;;;;;
37;;PB2/(BOOT;;;;;37;;;Passive;;1;;True;;True;;PB2/(BOOT1)[LPTI;;;0mm;;;
;;1)[LPTIM1_;;;;;;;;;;;;;;;;M1_OUT][*];;;;;;
;;OUT][*];;;;;;;;;;;;;;;;;;;;;;
38;;PE7/[TIM1_;;;;;38;;;Passive;;1;;True;;True;;PE7/[TIM1_ETR/U;;;0mm;;;
;;ETR/UART7;;;;;;;;;;;;;;;;ART7_Rx][*];;;;;;
;;_Rx][*];;;;;;;;;;;;;;;;;;;;;;
39;;PE8/[TIM1_;;;;;39;;;Passive;;1;;True;;True;;PE8/[TIM1_CH1N/;;;0mm;;;
;;CH1N/UAR;;;;;;;;;;;;;;;;UART7_Tx][*];;;;;;
;;T7_Tx][*];;;;;;;;;;;;;;;;;;;;;;
40;;PE9/[TIM1_;;;;;40;;;Passive;;1;;True;;True;;PE9/[TIM1_CH1][*];;;0mm;;;
;;CH1][*];;;;;;;;;;;;;;;;;;;;;;
41;;PE10/[TIM1;;;;;41;;;Passive;;1;;True;;True;;PE10/[TIM1_CH2N];;;0mm;;;
;;_CH2N][*];;;;;;;;;;;;;;;;[*];;;;;;
42;;PE11/[TIM1;;;;;42;;;Passive;;1;;True;;True;;PE11/[TIM1_CH2/S;;;0mm;;;
;;_CH2/SPI4_;;;;;;;;;;;;;;;;PI4_NSS/SPI5_NS;;;;;;
;;NSS/SPI5_;;;;;;;;;;;;;;;;S][*];;;;;;
;;NSS][*];;;;;;;;;;;;;;;;;;;;;;
43;;PE12/[TIM1;;;;;43;;;Passive;;1;;True;;True;;PE12/[TIM1_CH3N/;;;0mm;;;
;;_CH3N/SPI;;;;;;;;;;;;;;;;SPI4_SCK/SPI5_S;;;;;;
;;4_SCK/SPI;;;;;;;;;;;;;;;;CK][*];;;;;;
;;5_SCK][*];;;;;;;;;;;;;;;;;;;;;;
44;;PE13/[TIM1;;;;;44;;;Passive;;1;;True;;True;;PE13/[TIM1_CH3/S;;;0mm;;;
;;_CH3/SPI4_;;;;;;;;;;;;;;;;PI4_MISO/SPI5_MI;;;;;;
;;MISO/SPI5_;;;;;;;;;;;;;;;;SO][*];;;;;;
;;MISO][*];;;;;;;;;;;;;;;;;;;;;;
45;;PE14/[TIM1;;;;;45;;;Passive;;1;;True;;True;;PE14/[TIM1_CH4/S;;;0mm;;;
;;_CH4/SPI4_;;;;;;;;;;;;;;;;PI4_MOSI/SPI5_M;;;;;;
;;MOSI/SPI5_;;;;;;;;;;;;;;;;OSI][*];;;;;;
;;MOSI][*];;;;;;;;;;;;;;;;;;;;;;
46;;PE15/[TIM1;;;;;46;;;Passive;;1;;True;;True;;PE15/[TIM1_BKIN][;;;0mm;;;
;;_BKIN][*];;;;;;;;;;;;;;;;*];;;;;;
47;;PB10/[TIM2;;;;;47;;;Passive;;1;;True;;True;;PB10/[TIM2_CH3/I;;;0mm;;;
;;_CH3/I2C2_;;;;;;;;;;;;;;;;2C2_SCL/SPI2_SC;;;;;;
;;SCL/SPI2_;;;;;;;;;;;;;;;;K/USART3_TX][*];;;;;;
;;SCK/USAR;;;;;;;;;;;;;;;;;;;;;;
;;T3_TX][*];;;;;;;;;;;;;;;;;;;;;;
48;;VCAP_1;;;;;48;;;Passive;;1;;True;;True;;VCAP_1;;;0mm;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 3 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
49;;VSS;;;;;49;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
50;;VDD;;;;;50;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
51;;PB12/[TIM1;;;;;51;;;Passive;;1;;True;;True;;PB12/[TIM1_BKIN/I;;;0mm;;;
;;_BKIN/I2C2;;;;;;;;;;;;;;;;2C2_SMBA/SPI2_;;;;;;
;;_SMBA/SPI;;;;;;;;;;;;;;;;NSS/SPI4_NSS/SP;;;;;;
;;2_NSS/SPI;;;;;;;;;;;;;;;;I3_SCK/USART3_;;;;;;
;;4_NSS/SPI;;;;;;;;;;;;;;;;CK/CAN2_RX/UAR;;;;;;
;;3_SCK/USA;;;;;;;;;;;;;;;;T5_RX][*];;;;;;
;;RT3_CK/CA;;;;;;;;;;;;;;;;;;;;;;
;;N2_RX/UAR;;;;;;;;;;;;;;;;;;;;;;
;;T5_RX][*];;;;;;;;;;;;;;;;;;;;;;
52;;PB13/[TIM1;;;;;52;;;Passive;;1;;True;;True;;PB13/[TIM1_CH1N/;;;0mm;;;
;;_CH1N/SPI;;;;;;;;;;;;;;;;SPI2_SCK/SPI4_S;;;;;;
;;2_SCK/SPI;;;;;;;;;;;;;;;;CK/USART3_CTS/;;;;;;
;;4_SCK/USA;;;;;;;;;;;;;;;;CAN2_TX/UART5_;;;;;;
;;RT3_CTS/C;;;;;;;;;;;;;;;;TX][*];;;;;;
;;AN2_TX/UA;;;;;;;;;;;;;;;;;;;;;;
;;RT5_TX][*];;;;;;;;;;;;;;;;;;;;;;
53;;PB14/[TIM1;;;;;53;;;Passive;;1;;True;;True;;PB14/[TIM1_CH2N/;;;0mm;;;
;;_CH2N/TIM;;;;;;;;;;;;;;;;TIM8_CH2N/SPI2_;;;;;;
;;8_CH2N/SP;;;;;;;;;;;;;;;;MISO/USART3_RT;;;;;;
;;I2_MISO/U;;;;;;;;;;;;;;;;S/TIM12_CH1][*];;;;;;
;;SART3_RT;;;;;;;;;;;;;;;;;;;;;;
;;S/TIM12_C;;;;;;;;;;;;;;;;;;;;;;
;;H1][*];;;;;;;;;;;;;;;;;;;;;;
54;;PB15/[TIM1;;;;;54;;;Passive;;1;;True;;True;;PB15/[TIM1_CH3N/;;;0mm;;;
;;_CH3N/TIM;;;;;;;;;;;;;;;;TIM8_CH3N/SPI2_;;;;;;
;;8_CH3N/SP;;;;;;;;;;;;;;;;MOSI/TIM12_CH2][;;;;;;
;;I2_MOSI/TI;;;;;;;;;;;;;;;;*];;;;;;
;;M12_CH2][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
55;;PD8/[USAR;;;;;55;;;Passive;;1;;True;;True;;PD8/[USART3_TX][;;;0mm;;;
;;T3_TX][*];;;;;;;;;;;;;;;;*];;;;;;
56;;PD9/[USAR;;;;;56;;;Passive;;1;;True;;True;;PD9/[USART3_RX];;;0mm;;;
;;T3_RX][*];;;;;;;;;;;;;;;;[*];;;;;;
57;;PD10/[USA;;;;;57;;;Passive;;1;;True;;True;;PD10/[USART3_C;;;0mm;;;
;;RT3_CK/UA;;;;;;;;;;;;;;;;K/UART4_TX][*];;;;;;
;;RT4_TX][*];;;;;;;;;;;;;;;;;;;;;;
58;;PD11/[USA;;;;;58;;;Passive;;1;;True;;True;;PD11/[USART3_C;;;0mm;;;
;;RT3_CTS][*;;;;;;;;;;;;;;;;TS][*];;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
59;;PD12/[TIM4;;;;;59;;;Passive;;1;;True;;True;;PD12/[TIM4_CH1/;;;0mm;;;
;;_CH1/USA;;;;;;;;;;;;;;;;USART3_RTS][*];;;;;;
;;RT3_RTS][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
60;;PD13/[TIM4;;;;;60;;;Passive;;1;;True;;True;;PD13/[TIM4_CH2][*;;;0mm;;;
;;_CH2][*];;;;;;;;;;;;;;;;];;;;;;
61;;PD14/[TIM4;;;;;61;;;Passive;;1;;True;;True;;PD14/[TIM4_CH3/;;;0mm;;;
;;_CH3/UART;;;;;;;;;;;;;;;;UART9_RX][*];;;;;;
;;9_RX][*];;;;;;;;;;;;;;;;;;;;;;
62;;PD15/[TIM4;;;;;62;;;Passive;;1;;True;;True;;PD15/[TIM4_CH4/;;;0mm;;;
;;_CH4/UART;;;;;;;;;;;;;;;;UART9_TX][*];;;;;;
;;9_TX][*];;;;;;;;;;;;;;;;;;;;;;
63;;PC6/[TIM3_;;;;;63;;;Passive;;1;;True;;True;;PC6/[TIM3_CH1/TI;;;0mm;;;
;;CH1/TIM8_;;;;;;;;;;;;;;;;M8_CH1/USART6_;;;;;;
;;CH1/USAR;;;;;;;;;;;;;;;;TX][*];;;;;;
;;T6_TX][*];;;;;;;;;;;;;;;;;;;;;;
64;;PC7/[TIM3_;;;;;64;;;Passive;;1;;True;;True;;PC7/[TIM3_CH2/TI;;;0mm;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 4 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;CH2/TIM8_;;;;;;;;;;;;;;;;M8_CH2/SPI2_SC;;;;;;
;;CH2/SPI2_;;;;;;;;;;;;;;;;K/USART6_RX][*];;;;;;
;;SCK/USAR;;;;;;;;;;;;;;;;;;;;;;
;;T6_RX][*];;;;;;;;;;;;;;;;;;;;;;
65;;PC8/[TIM3_;;;;;65;;;Passive;;1;;True;;True;;PC8/[TIM3_CH3/TI;;;0mm;;;
;;CH3/TIM8_;;;;;;;;;;;;;;;;M8_CH3/USART6_;;;;;;
;;CH3/USAR;;;;;;;;;;;;;;;;CK][*];;;;;;
;;T6_CK][*];;;;;;;;;;;;;;;;;;;;;;
66;;PC9/[TIM3_;;;;;66;;;Passive;;1;;True;;True;;PC9/[TIM3_CH4/TI;;;0mm;;;
;;CH4/TIM8_;;;;;;;;;;;;;;;;M8_CH4/I2C3_SD;;;;;;
;;CH4/I2C3_;;;;;;;;;;;;;;;;A][*];;;;;;
;;SDA][*];;;;;;;;;;;;;;;;;;;;;;
67;;PA8/[TIM1_;;;;;67;;;Passive;;1;;True;;True;;PA8/[TIM1_CH1/I2;;;0mm;;;
;;CH1/I2C3_;;;;;;;;;;;;;;;;C3_SCL/USART1_;;;;;;
;;SCL/USAR;;;;;;;;;;;;;;;;CK/UART7_RX/CA;;;;;;
;;T1_CK/UAR;;;;;;;;;;;;;;;;N3_RX][*];;;;;;
;;T7_RX/CAN;;;;;;;;;;;;;;;;;;;;;;
;;3_RX][*];;;;;;;;;;;;;;;;;;;;;;
68;;PA9/[TIM1_;;;;;68;;;Passive;;1;;True;;True;;PA9/[TIM1_CH2/I2;;;0mm;;;
;;CH2/I2C3_;;;;;;;;;;;;;;;;C3_SMBA/SPI2_S;;;;;;
;;SMBA/SPI2;;;;;;;;;;;;;;;;CK/USART1_TX][*];;;;;;
;;_SCK/USA;;;;;;;;;;;;;;;;;;;;;;
;;RT1_TX][*];;;;;;;;;;;;;;;;;;;;;;
69;;PA10/[TIM1;;;;;69;;;Passive;;1;;True;;True;;PA10/[TIM1_CH3/S;;;0mm;;;
;;_CH3/SPI2_;;;;;;;;;;;;;;;;PI2_MOSI/SPI5_M;;;;;;
;;MOSI/SPI5_;;;;;;;;;;;;;;;;OSI/USART1_RX][*;;;;;;
;;MOSI/USA;;;;;;;;;;;;;;;;];;;;;;
;;RT1_RX][*];;;;;;;;;;;;;;;;;;;;;;
70;;PA11/[TIM1;;;;;70;;;Passive;;1;;True;;True;;PA11/[TIM1_CH4/S;;;0mm;;;
;;_CH4/SPI2_;;;;;;;;;;;;;;;;PI2_NSS/SPI4_MI;;;;;;
;;NSS/SPI4_;;;;;;;;;;;;;;;;SO/USART1_CTS/;;;;;;
;;MISO/USA;;;;;;;;;;;;;;;;USART6_TX/CAN1;;;;;;
;;RT1_CTS/U;;;;;;;;;;;;;;;;_RX/UART4_RX][*];;;;;;
;;SART6_TX/;;;;;;;;;;;;;;;;;;;;;;
;;CAN1_RX/U;;;;;;;;;;;;;;;;;;;;;;
;;ART4_RX][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
71;;PA12/[TIM1;;;;;71;;;Passive;;1;;True;;True;;PA12/[TIM1_ETR/S;;;0mm;;;
;;_ETR/SPI2_;;;;;;;;;;;;;;;;PI2_MISO/SPI5_MI;;;;;;
;;MISO/SPI5_;;;;;;;;;;;;;;;;SO/USART1_RTS/;;;;;;
;;MISO/USA;;;;;;;;;;;;;;;;USART6_RX/CAN1;;;;;;
;;RT1_RTS/U;;;;;;;;;;;;;;;;_TX/UART4_TX][*];;;;;;
;;SART6_RX/;;;;;;;;;;;;;;;;;;;;;;
;;CAN1_TX/U;;;;;;;;;;;;;;;;;;;;;;
;;ART4_TX][*;;;;;;;;;;;;;;;;;;;;;;
;;];;;;;;;;;;;;;;;;;;;;;;
72;;JTMS/SWDI;;;;;72;;;Passive;;1;;True;;True;;JTMS/SWDIO -;;;0mm;;;
;;O - PA13 [*];;;;;;;;;;;;;;;;PA13 [*];;;;;;
73;;VCAP_2;;;;;73;;;Passive;;1;;True;;True;;VCAP_2;;;0mm;;;
74;;VSS;;;;;74;;;Passive;;1;;True;;True;;VSS;;;0mm;;;
75;;VDD;;;;;75;;;Passive;;1;;True;;True;;VDD;;;0mm;;;
76;;JTCK/SWC;;;;;76;;;Passive;;1;;True;;True;;JTCK/SWCLK -;;;0mm;;;
;;LK - PA14;;;;;;;;;;;;;;;;PA14 [*];;;;;;
;;[*];;;;;;;;;;;;;;;;;;;;;;
77;;JTDI -PA15/;;;;;77;;;Passive;;1;;True;;True;;JTDI -PA15/[TIM2_;;;0mm;;;
;;[TIM2_CH1/;;;;;;;;;;;;;;;;CH1/TIM2_ETR/SP;;;;;;
;;TIM2_ETR/;;;;;;;;;;;;;;;;I1_NSS/SPI3_NSS/;;;;;;
;;SPI1_NSS/;;;;;;;;;;;;;;;;USART1_TX/UART;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
воскресенье 21-окт-21.2018   8:25:05 PM;;;;;;;;;;;;;;;;;;;;;;;Page 5 of 7;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Designator;;Name;Desc;;;;LQFP100_A;;;Type;;Owner;;Show;;Number;;Name;;;Pin/Pkg Length;;;
;;SPI3_NSS/;;;;;;;;;;;;;;;;7_TX/CAN3_TX][*];;;;;;
;;USART1_T;;;;;;;;;;;;;;;;;;;;;;
